,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
524,524,Just okay,"Working fine till now. Speed 29Mb/Sec. Also get a chance to win 5gm Gold if u buy before 31st Dec, 2019.READ MORE",3Just okay,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,3,0.5722222222222223,Positive," Working fine till now. Also get a chance to win 5gm Gold if u buy before 31st Dec, 2019.READ MORE"
525,525,Superb,Very nice and genuine product .  It work really nice  thanks flipkart for quick deliveryREAD MORE,5Superb,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.4688888888888889,Positive, Very nice and genuine product . It work really nice  thanks flipkart for quick deliveryREAD MORE
526,526,Classy product,I get this for Rs 700 + free speakers so deal is amazing and pd is OK this pd gives 10 mb/s & more speed from 64gb we get 59.9 GB freeREAD MORE,5Classy product,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.5,Positive, I get this for Rs 700 + free speakers so deal is amazing and pd is OK this pd gives 10 mb/s & more speed from 64gb we get 59.9 GB freeREAD MORE
527,527,Super!,It is good power bank. I'm very happy it's backup is very good and small in size .so we can keep it in our pocket also.READ MORE,5Super!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.572,Positive, I'm very happy it's backup is very good and small in size .so we can keep it in our pocket also.READ MORE
528,528,Very Good,Good product 👍👍READ MORE,4Very Good,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.6,Positive, Good product 👍👍READ MORE
529,529,Terrific purchase,NiceREAD MORE,3Terrific purchase,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,3,0.5,Positive, NiceREAD MORE
530,530,Delivers what it advertises.,"SanDisk is a trusted brand. I use this 64 GB pendrive to store and transfer movies and TV series. Delivers the speed it promises and is not too susceptible to malfunction and malware. The delivery was as usual, quick and efficient. Thank you Flipkart.Tip: Make the most of the discounts on SanDisk's products. Flipkart seems to offer a lot of them time to time.READ MORE",5Delivers what it advertises.,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.2708333333333333,Positive," SanDisk is a trusted brand. I use this 64 GB pendrive to store and transfer movies and TV series. Delivers the speed it promises and is not too susceptible to malfunction and malware. The delivery was as usual, quick and efficient. Thank you Flipkart.Tip: Make the most of the discounts on SanDisk's products. Flipkart seems to offer a lot of them time to time.READ MORE"
531,531,Wonderful,goodREAD MORE,4Wonderful,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.5,Positive, goodREAD MORE
532,532,Did not meet expectations,first of all im giving this review after so much time since im having bad experience with this product i order 64GB of sandisk pendrive and i got it well delivered without any damage but after opening the pack i found its very old and the text printed on the pendrive was dull as its used piece *thats not the main issue. the main started when i used it for copying my data of 5GB in which only 3GB gets copied and other gets wiped away after some days i tried to format the drive and use again bu...READ MORE,1Did not meet expectations,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,0.02966666666666668,Positive, first of all im giving this review after so much time since im having bad experience with this product i order 64GB of sandisk pendrive and i got it well delivered without any damage but after opening the pack i found its very old and the text printed on the pendrive was dull as its used piece *thats not the main issue. the main started when i used it for copying my data of 5GB in which only 3GB gets copied and other gets wiped away after some days i tried to format the drive and use again bu...READ MORE
533,533,Terrific purchase,This is really nice product.it's transfer speed so fast.I am so happy bought this item.READ MORE,5Terrific purchase,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.6333333333333333,Positive, This is really nice product.it's transfer speed so fast.I am so happy bought this item.READ MORE
534,534,Nice,"Good quality, 57.2 gb out of 64 gb storage. But speed is little bit slow.READ MORE",3Nice,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,3,0.33749999999999997,Positive," Good quality, 57.2 gb out of 64 gb storage. But speed is little bit slow.READ MORE"
535,535,Really Nice,"Good quality product and good quality packing and shipment by flipkart.13gb storage I have filled, still it is working good.READ MORE",4Really Nice,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.575,Positive," Good quality product and good quality packing and shipment by flipkart.13gb storage I have filled, still it is working good.READ MORE"
536,536,Awesome,osmmm....product....go for it guys.....almost 63.5gb usable storageREAD MORE,5Awesome,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.5,Positive, osmmm....product....go for it guys.....almost 63.5gb usable storageREAD MORE
537,537,Wonderful,Nice! Devilery On Time!!..Smart Work 👍READ MORE,5Wonderful,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.625,Positive, Nice! Devilery On Time! !..Smart Work 👍READ MORE
538,538,Brilliant,Excellent pen drive by SanDisk. Good speed. Light weight.READ MORE,5Brilliant,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.65,Positive, Excellent pen drive by SanDisk. Good speed. Light weight.READ MORE
539,539,Value for money,"Best quality, design and handy, only missing is the input cover for protection from dust. Product is as per brand image.READ MORE",5Value for money,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.38,Positive," Best quality, design and handy, only missing is the input cover for protection from dust. Product is as per brand image.READ MORE"
540,540,Nice product,osm productREAD MORE,4Nice product,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.5,Positive, osm productREAD MORE
541,541,Unsatisfactory,Not supporting in PC &laptop &mobile ...very very bad product...READ MORE,1Unsatisfactory,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,-0.17833333333333323,Negative, Not supporting in PC &laptop &mobile ...very very bad product...READ MORE
542,542,Terrific purchase,"Excellent, bought two straightawayREAD MORE",5Terrific purchase,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.75,Positive," Excellent, bought two straightawayREAD MORE"
543,543,Did not meet expectations,Never purchase any item from Low Price Shop vendor.READ MORE,1Did not meet expectations,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,0.25,Positive, Never purchase any item from Low Price Shop vendor.READ MORE
544,544,Very Good,58GB only ( 6 GB TDS dudection?)READ MORE,4Very Good,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.25,Positive, 58GB only ( 6 GB TDS dudection?
545,545,Waste of money!,This is the good product but after using it for 4 months my drive is not detecting to any laptop there no physical damage even.....buyers please think before you buy...There is replacement available but there is no data recovery so there is no use of 5 years of warrantyREAD MORE,1Waste of money!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,0.4,Positive, This is the good product but after using it for 4 months my drive is not detecting to any laptop there no physical damage even.....buyers please think before you buy...There is replacement available but there is no data recovery so there is no use of 5 years of warrantyREAD MORE
546,546,Hated it!,Very bad product. The pendrive is of no use. Its not working properly and do not have the Said space in it.READ MORE,1Hated it!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,-0.1366666666666666,Negative, Very bad product. The pendrive is of no use. Its not working properly and do not have the Said space in it.READ MORE
547,547,Wonderful,It doesnt detects in my pc but ok for otg mobile with external adapter.READ MORE,4Wonderful,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.3333333333333333,Positive, It doesnt detects in my pc but ok for otg mobile with external adapter.READ MORE
548,548,Good quality product,Nice product 👍READ MORE,4Good quality product,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.55,Positive, Nice product 👍READ MORE
549,549,Wonderful,Excellent product .It is working very nicely .IConnect it through otg with Redmi Note 4 and it worked very well . Thanks Flipkart for such a product .READ MORE,5Wonderful,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.4466666666666667,Positive, Excellent product .It is working very nicely .IConnect it through otg with Redmi Note 4 and it worked very well .
550,550,Brilliant,Osm product in this price range 🔥👍Speed and speace is very good... A lot of people thought that 64 GB pendrive has only 58 to 60 GB storage only but in this pendrive I got a 63.1 GB storage .....this product is value for money🙂👍READ MORE,5Brilliant,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.3525,Positive, Osm product in this price range 🔥👍Speed and speace is very good... A lot of people thought that 64 GB pendrive has only 58 to 60 GB storage only but in this pendrive I got a 63.1 GB storage .....this product is value for money🙂👍READ MORE
551,551,Fabulous!,Excellent product...flipkart amazingg..so..fast delivaryyy...READ MORE,5Fabulous!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.75,Positive, Excellent product...flipkart amazingg..so..fast delivaryyy...READ MORE
552,552,Good quality product,"Good, but actually storage 57.2 GBREAD MORE",4Good quality product,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,4,0.39999999999999997,Positive," Good, but actually storage 57.2 GBREAD MORE"
553,553,good one,This is a good one .... very usefull .... I am very much satisfied ....READ MORE,5good one,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.475,Positive, This is a good one .... very usefull .... I am very much satisfied ....READ MORE
554,554,Worthless,what  is the  use  of  buying  online .for trust only but  there  is  no trust on flip kart realy shame on poor raiting( Packing is opened) .when  came  delivery product is safe  but  some  one  opened pack very worstREAD MORE,1Worthless,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,1,0.16,Positive, what  is the  use  of  buying  online .for trust only but  there  is  no trust on flip kart realy shame on poor raiting( Packing is opened) .when  came  delivery product is safe  but  some  one  opened pack very worstREAD MORE
555,555,Awesome,GoodREAD MORE,5Awesome,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.5,Positive, GoodREAD MORE
556,556,Just wow!,My expprines is very goodREAD MORE,5Just wow!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.35,Positive, My expprines is very goodREAD MORE
557,557,Super!,Very good...fast and reliable..good build quality..SanDisk is best always..Go for it guys..I am using this ...READ MORE,5Super!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.5666666666666667,Positive, Very good...fast and reliable..good build quality..SanDisk is best always..Go for it guys..I am using this ...READ MORE
558,558,Super!,"it is good pendrive , you also go for itREAD MORE",5Super!,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.6,Positive," it is good pendrive , you also go for itREAD MORE"
559,559,Great product,This pendrive is awesome. You will get an average transfer speed of 13mbps. At this price 13mpbs is good speed to transfer files. But sometimes transfer speed increases to 20mbps to 25mbps.READ MORE,5Great product,sandisk-sdcz50-064g-i35-sdcz50-064g-b35-64-gb-pen-drive,5,0.5125,Positive, You will get an average transfer speed of 13mbps. At this price 13mpbs is good speed to transfer files. But sometimes transfer speed increases to 20mbps to 25mbps.READ MORE
560,560,Excellent,product really great . I am totally sctified this product .really good camera for beggner .but flash button was missing that is not good .and capture is 18 mp wasn't good I was hopeed it will be 24 mp . it is also missing .n everything is good .READ MORE,5Excellent,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.29444444444444445,Positive, I am totally sctified this product .really good camera for beggner .but flash button was missing that is not good .and capture is 18 mp wasn't good I was hopeed it will be 24 mp . it is also missing .n everything is good .READ MORE
561,561,Must buy!,Good oneBest for beginner photographsNot recommend for videography because it is not good for videography or vloging porpes it is heavy and bulky.So if you're priority is photography it's a nice and value for money product.READ MORE,5Must buy!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.25,Positive, Good oneBest for beginner photographsNot recommend for videography because it is not good for videography or vloging porpes it is heavy and bulky.So if you're priority is photography it's a nice and value for money product.READ MORE
562,562,Does the job,Satisfied with the product.. Its a really good for all who wants to learn photography its a gem and love.... Go for itt....10/10READ MORE,3Does the job,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,3,0.48,Positive, Satisfied with the product.. Its a really good for all who wants to learn photography its a gem and love.... Go for itt....10/10READ MORE
563,563,Just wow!,Worth more than the amount. Best DSLR for a good beginner. Friendly camera. Love it. ❤️ Extremely good with canon 50mm f1.8 STM lens.READ MORE,5Just wow!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.571875,Positive, Worth more than the amount. Best DSLR for a good beginner. Friendly camera. Love it. ❤️ Extremely good with canon 50mm f1.8 STM lens.READ MORE
564,564,Worth the money,The camera simply awesome..and it is a best budget DSLR and begginer DSLR for first time user...auto focus mode works good in daylightREAD MORE,4Worth the money,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.49000000000000005,Positive, The camera simply awesome..and it is a best budget DSLR and begginer DSLR for first time user...auto focus mode works good in daylightREAD MORE
565,565,Really Nice,The product is very good But if I take another lens of 55-250mm lens Then it's amazing so take it for photography And it's best for beginnersREAD MORE,4Really Nice,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.7525,Positive, The product is very good But if I take another lens of 55-250mm lens Then it's amazing so take it for photography And it's best for beginnersREAD MORE
566,566,Great product,Well Reviewing this after using for almost one month.I would prefer for the beginner photography. Simple without any complexity. It's best if you learn to use it at Manual modeREAD MORE,5Great product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5,Positive, Well Reviewing this after using for almost one month.I would prefer for the beginner photography. Simple without any complexity. It's best if you learn to use it at Manual modeREAD MORE
567,567,Good quality product,"Camera is good for beginner.   But not getting that much high quality pics from this camera or lens.  So I order canon 50mm just after my 1st vacation, when I was not satisfied with the quality..  Check you tube regarding the comparison of 18mm and 50mm lens.  If you want to buy  camera than only kit lens is not just you want from your pics.   You have to upgrade with any prime lens,whether it's 50mm or 55-250mm.ThanksREAD MORE",4Good quality product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.22199999999999998,Positive," But not getting that much high quality pics from this camera or lens. So I order canon 50mm just after my 1st vacation, when I was not satisfied with the quality.. Check you tube regarding the comparison of 18mm and 50mm lens. If you want to buy  camera than only kit lens is not just you want from your pics. You have to upgrade with any prime lens,whether it's 50mm or 55-250mm.ThanksREAD MORE"
568,568,Really Nice,Excellent for someone who is new into photography..it gives you flexibility to try out a lots of manual settings just like any expensive dslr..even with kit lens you can click wonderful pictures...Clarity is not that great...For better clarity go for an expensive dslrREAD MORE,4Really Nice,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.3051948051948052,Positive, Excellent for someone who is new into photography..it gives you flexibility to try out a lots of manual settings just like any expensive dslr..even with kit lens you can click wonderful pictures...Clarity is not that great...For better clarity go for an expensive dslrREAD MORE
569,569,Super!,Verry Nice and for My Opinion is great camera For this Price Range. I love it my first DSLR...! 👍 Lot of Experiments Is easy with This DSLR .😎READ MORE,5Super!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5243055555555555,Positive, Verry Nice and for My Opinion is great camera For this Price Range. I love it my first DSLR...! 👍 Lot of Experiments Is easy with This DSLR .😎READ MORE
570,570,Best in the market!,"product is very good and build quality also , special thanks to Flipkart for fast delivery , best camera for starters , it captures best quality photosREAD MORE",5Best in the market!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5953061224489796,Positive," product is very good and build quality also , special thanks to Flipkart for fast delivery , best camera for starters , it captures best quality photosREAD MORE"
571,571,Perfect product!,Worthy investment and best dslr for novice photographers like me.Functions are easy to understand and use.READ MORE,5Perfect product!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5666666666666667,Positive, Worthy investment and best dslr for novice photographers like me.Functions are easy to understand and use.READ MORE
572,572,Value-for-money,Best in price segment. If you have skill this entry level dslr can do much better result. Just Dont expect much.READ MORE,4Value-for-money,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.6666666666666666,Positive, Best in price segment. If you have skill this entry level dslr can do much better result. Just Dont expect much.READ MORE
573,573,Worth every penny,Its a wonderful camera for the beginners. Those who have passion in photography and love to shoot its a good choice for them. Trust Canon !READ MORE,5Worth every penny,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.71875,Positive, Its a wonderful camera for the beginners. Those who have passion in photography and love to shoot its a good choice for them. Trust Canon !READ MORE
574,574,Worth every penny,everything is perfect And specially the packaging it was so good .. When it arrived I got surprised because of the carry case I didn't expected that .. thank you so much FlipkartREAD MORE,5Worth every penny,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.39387755102040817,Positive, everything is perfect And specially the packaging it was so good .. When it arrived I got surprised because of the carry case I didn't expected that .. thank you so much FlipkartREAD MORE
575,575,Must buy!,excellent dslr and get a free moto headset worth 6500 I am happyREAD MORE,5Must buy!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.55,Positive, excellent dslr and get a free moto headset worth 6500 I am happyREAD MORE
576,576,Brilliant,Awsm .  I'm not a professional but using of li'l bit xperience must say that best Dslr in a best budget.perfect for a beginners.image quality is too good.thanx to  Canon thanx to Flipkart & also thanx to Ecom xpress for  perfect delivery.READ MORE,5Brilliant,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.6900000000000001,Positive, I'm not a professional but using of li'l bit xperience must say that best Dslr in a best budget.perfect for a beginners.image quality is too good.thanx to  Canon thanx to Flipkart & also thanx to Ecom xpress for  perfect delivery.READ MORE
577,577,Classy product,All over great camera nice quality of pictures i took and auto focus mode is work just awesomeREAD MORE,5Classy product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.6333333333333333,Positive, All over great camera nice quality of pictures i took and auto focus mode is work just awesomeREAD MORE
578,578,Best in the market!,"My first DSLR. good one for beginners. easy to use. worth for money. and as always, super fast delivery by Flipkart. loved itREAD MORE",5Best in the market!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.42708333333333337,Positive," My first DSLR. good one for beginners. easy to use. worth for money. and as always, super fast delivery by Flipkart."
579,579,Brilliant,"-Trusted seller with  genuine product as shown in the image,from these seller one plus point is you can buy a  cheapest dslr online in offer time.-Nice product in this price segment I bought this camera in big billion sale at cheap price,I am sharing some pictures capture with 3000D with 18-55 kit lense. -Its good for biginners.-Easy to use camera.- Switch to any mode it's 'ON' and for switch 'Off' there is a mode on same dial.READ MORE",5Brilliant,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3333333333333333,Positive," -Trusted seller with  genuine product as shown in the image,from these seller one plus point is you can buy a  cheapest dslr online in offer time.-Nice product in this price segment I bought this camera in big billion sale at cheap price,I am sharing some pictures capture with 3000D with 18-55 kit lense. -Its good for biginners.-Easy to use camera.- Switch to any mode it's 'ON' and for switch 'Off' there is a mode on same dial.READ MORE"
580,580,Worth every penny,Camera doesn't matter if you have skill you still click photos like this and lences also define your clicks but if you don't have budget then this camera is for you it is best camera for learning Photography but if you have a little more budget then try to buy at least 1300d or 1500d theses are not great cameras but better then 3000dREAD MORE,5Worth every penny,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.23035714285714284,Positive, Camera doesn't matter if you have skill you still click photos like this and lences also define your clicks but if you don't have budget then this camera is for you it is best camera for learning Photography but if you have a little more budget then try to buy at least 1300d or 1500d theses are not great cameras but better then 3000dREAD MORE
581,581,Wonderful,The product is awesome for a beginner in the photography world it's preety good in this price range I have been using it since 1 week and I personally recommend to go with it by closing your eyes.READ MORE,4Wonderful,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.55,Positive, The product is awesome for a beginner in the photography world it's preety good in this price range I have been using it since 1 week and I personally recommend to go with it by closing your eyes.READ MORE
582,582,Wonderful,This camera is very cool and very good which i am very happy and the one who came to do jalebi was also very nice NiceREAD MORE,5Wonderful,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.7289999999999999,Positive, This camera is very cool and very good which i am very happy and the one who came to do jalebi was also very nice NiceREAD MORE
583,583,Very Good,"good camera n it's my first DSLR I loved it.  But delivery took so long. I got camera bag, camera and lense, 16gb card, batter with charger lense cap and carry strap. good camera for beginners.READ MORE",4Very Good,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.4666666666666666,Positive," good camera n it's my first DSLR I loved it. I got camera bag, camera and lense, 16gb card, batter with charger lense cap and carry strap. good camera for beginners.READ MORE"
584,584,Awesome,it's clearly evident that's it not a high budget camera. but it's best for everyone looking for a Pocket friendly dslr.  specifically for college students and for domestic use.READ MORE,5Awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3408333333333333,Positive, it's clearly evident that's it not a high budget camera. but it's best for everyone looking for a Pocket friendly dslr. specifically for college students and for domestic use.READ MORE
585,585,Mind-blowing purchase,I was planning to buy Dslr for long time. it's really good camera for beginners level photography and of course if any one have ability to shoot good quality photos may take easily with it. Delivery is very fast. Thanks flipkart for providing low cost pocket friendly opportunity on big billion day sale offer.READ MORE,5Mind-blowing purchase,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3118333333333333,Positive, I was planning to buy Dslr for long time. it's really good camera for beginners level photography and of course if any one have ability to shoot good quality photos may take easily with it. Thanks flipkart for providing low cost pocket friendly opportunity on big billion day sale offer.READ MORE
586,586,Wonderful,"Worth Buying ... Superb !! Loved it !! Bulit quality is lil disappointed if we are careful it's ok,overall can fully satisfy in dis price ...READ MORE",5Wonderful,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.32499999999999996,Positive," Superb ! ! Loved it ! ! Bulit quality is lil disappointed if we are careful it's ok,overall can fully satisfy in dis price ...READ MORE"
587,587,Classy product,AWESOME DSLR AT THIS PRICE.I HAD A DREAM TO BUY A DSLR .THE MOMENTI BOUGHT THIS DSLR MY DREAM HAS TOTALLY FULLFIL.WAIT LISTEN🙏.TO BE HONEST IF YOU ARE THINKING ABOUT TO START YOUR OWN BLOG OR ANY KIND OF YOUTUBE CONTENT THEN PLEASE DON'T BUY THIS.IF YOU WOULD LIKE TO BUY DSLR FOR PHOTOSHOT THEN JUST GO FOR IT.AT ANY POINT OF TIME IF YOU THINK THAT YOU NEED MORE QUALITY IN PHOTOS YOU CAN EASILY ADD LENS❤️.THANK YOU.READ MORE,5Classy product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5291666666666667,Positive, AWESOME DSLR AT THIS PRICE.I HAD A DREAM TO BUY A DSLR .THE MOMENTI BOUGHT THIS DSLR MY DREAM HAS TOTALLY FULLFIL.WAIT LISTEN🙏.TO BE HONEST IF YOU ARE THINKING ABOUT TO START YOUR OWN BLOG OR ANY KIND OF YOUTUBE CONTENT THEN PLEASE DON'T BUY THIS.IF YOU WOULD LIKE TO BUY DSLR FOR PHOTOSHOT THEN JUST GO FOR IT.AT ANY POINT OF TIME IF YOU THINK THAT YOU NEED MORE QUALITY IN PHOTOS YOU CAN EASILY ADD LENS❤️.THANK YOU.READ MORE
588,588,Worth every penny,"Probably the best Camera for the Beginner. Am an intermediate Photographer. Have chosen this dslr for my photography purpose. Ofcourse it's a basic Camera for the Beginners but it gives the best output.Am a Vlogger in YouTube,  but this doesnt help out in doing vlog as it's a basic one though.Delivery: On Time( Delivered 1 day before the delivery date). There are no Pros and Cons.This is the only camera that allows the Beginners to learn the photography skills.Grabbed this camera for ...READ MORE",5Worth every penny,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.4166666666666667,Positive," Probably the best Camera for the Beginner. Ofcourse it's a basic Camera for the Beginners but it gives the best output.Am a Vlogger in YouTube,  but this doesnt help out in doing vlog as it's a basic one though.Delivery: On Time( Delivered 1 day before the delivery date). There are no Pros and Cons.This is the only camera that allows the Beginners to learn the photography skills.Grabbed this camera for ...READ MORE"
589,589,Nice entry level DSLR,"Just bought it on the offer period for 16800, the product is well worth for the price I believe... this is my first dslr so I think I may be exaggerating , but its a good buy.Visually, the build quality has a premium quality , the quality of the images are good, rich and vibrant, although there is considerable amount of noise in them especially in artificial lighting conditions, buy a prime lens if you want the best quality photos from this one... the buttons are tactile but the screen is be...READ MORE",5Nice entry level DSLR,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3091666666666667,Positive," Just bought it on the offer period for 16800, the product is well worth for the price I believe... this is my first dslr so I think I may be exaggerating , but its a good buy.Visually, the build quality has a premium quality , the quality of the images are good, rich and vibrant, although there is considerable amount of noise in them especially in artificial lighting conditions, buy a prime lens if you want the best quality photos from this one... the buttons are tactile but the screen is be...READ MORE"
590,590,Terrific,Very nice camera 📸 for beginners and picture quality is very good and it's worth buying and build quality is very good 👍👌 And Best camera for family 😊I use this camera from 1 month and I am very satisfied with the camera 📸 and worth buying with 18-55 lensREAD MORE,5Terrific,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.66875,Positive, Very nice camera 📸 for beginners and picture quality is very good and it's worth buying and build quality is very good 👍👌 And Best camera for family 😊I use this camera from 1 month and I am very satisfied with the camera 📸 and worth buying with 18-55 lensREAD MORE
591,591,Just wow!,"A decent entry level DSLR. Very glad that it was bundled with a carry case.The lens is decent for beginner level and some advanced level photography.For the price I bought it, I can not say how glad I am.READ MORE",5Just wow!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3972222222222222,Positive," Very glad that it was bundled with a carry case.The lens is decent for beginner level and some advanced level photography.For the price I bought it, I can not say how glad I am.READ MORE"
592,592,Simply awesome,"Good camera for beginners 🤩🤩 i just love it..got it within 24 hours, amazing delivery thank you Flipkart 😀READ MORE",5Simply awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.575,Positive," Good camera for beginners 🤩🤩 i just love it..got it within 24 hours, amazing delivery thank you Flipkart 😀READ MORE"
593,593,Wonderful,I think best product in this prize totally worth it 🔥. But you don't get bag Or memory card that's why I gave 4starREAD MORE,4Wonderful,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.6,Positive, I think best product in this prize totally worth it 🔥. But you don't get bag Or memory card that's why I gave 4starREAD MORE
594,594,Terrific purchase,Awesome and value for money and I am pretty sure canon DSLR will prove to be a great asset for my vlogs cannels as well.READ MORE,5Terrific purchase,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.61,Positive, Awesome and value for money and I am pretty sure canon DSLR will prove to be a great asset for my vlogs cannels as well.READ MORE
595,595,Awesome,Canon EOS 3000 D is the best product in this price segment. I love the quality of the product. Thank you 🙂READ MORE,5Awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.6666666666666666,Positive, Canon EOS 3000 D is the best product in this price segment. I love the quality of the product.
596,596,Awesome,Great product. worth of price.. Thanks flipkart for delivering it in 3 days..  I love it...  My first DSLRREAD MORE,5Awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.425,Positive, worth of price.. Thanks flipkart for delivering it in 3 days.. I love it...  My first DSLRREAD MORE
597,597,Perfect product!,"it's a good DSLR to own if u are not a pro and looking for entry level DSLR.This camera comes with 16GB card, and 18-55 lense kit. Then buy separate Fixed Focus Lense for close-ups. This will b a perfect Device then. wifi connection allows u to connect it directly to ur PC or Mobile. Easy to use user interface. strong and sturdy body. battery backup is good.READ MORE",5Perfect product!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.48333333333333334,Positive," it's a good DSLR to own if u are not a pro and looking for entry level DSLR.This camera comes with 16GB card, and 18-55 lense kit. Then buy separate Fixed Focus Lense for close-ups. wifi connection allows u to connect it directly to ur PC or Mobile. Easy to use user interface. strong and sturdy body. battery backup is good.READ MORE"
